beername,active,rbid,rbbrewer,alcohol,description
Pax Bräu  Maibock,1,212643,11198,7,
Pax Bräu Cissy &#40;Yellow Label&#41;,1,213515,11198,7.2,
Pax Bräu Salix Ale,1,232327,11198,5,
Pax Bräu Bière d’Abbaye Double,1,302930,11198,7.5,
Pax Bräu Cissy IPA &#40;Green label&#41;,1,204530,11198,7.2,
Pax Bräu Johnny Hanson Punk Rauch,1,286593,11198,5.6,
Pax Bräu Imperial Chocolate Mint Stout,1,302926,11198,7.3,
Pax Bräu  Kaliber 12,1,204293,11198,10.1,
Pax Bräu Cissy &#40;Blue Label&#41;,1,213514,11198,7.2,
Pax Bräu Best Bitter,1,225985,11198,4.1,
Pax Bräu  Weihnachtsbier,1,140222,11198,5.2,
Krautheimer Urtyp-Dunkel,1,21276,3404,5.4,
Krautheimer Dunkles Hefe-Weizen,1,21407,3404,5,
Krautheimer Leichtes Weißbier,1,120468,3404,2.5,
Krautheimer Weihnachtsbier,1,21403,3404,5.6,
Krautheimer Heller Bock,1,43841,3404,7.2,
Krautheimer Landmärzen,1,21409,3404,5.6,
Krautheimer Radler,1,21410,3404,2.5,
Krautheimer Pilsner,1,21405,3404,5,
Krautheimer Light,1,21408,3404,2.9,
Krautheimer Weissbier,1,21406,3404,5,
Krautheimer Alkoholfrei Premium,1,120466,3404,0.01,
Krautheimer Kellerbier,1,120469,3404,4.9,
Krautheimer Dunkler Doppelbock,1,21404,3404,7.8,
Krautheimer Helles,1,88041,3404,4.9,
Krautheimer Lager,1,242962,3404,4.9,
Krautheimer Alkoholfreies Weißbier,1,120467,3404,0.01,
1464 Frankenwälder Bürgerbräu Kellerbier,1,159341,7765,4.9,
1464 Frankenwälder Burgerbräu Pilsner,1,71888,7765,4.9,
Katholische Kirche Naila Blocklabier,1,299168,7765,4.8,
Wohn Heller Bock,0,70259,7765,7.2,
1464 Frankenwälder Bürgerbräu Zwergla,1,95857,7765,4.9,
1464 Frankenwälder Burgerbräu Weizen,1,149700,7765,5.1,
1464 Frankenwälder Bürgerbräu Fichtenzäpfla,1,63232,7765,4.8,
1464 Frankenwälder Bürgerbräu Fränkisch Hell,1,71887,7765,4.7,
Wohn Dunkler Bock,0,104577,7765,7.2,
Wohn Braumeister Original,0,71889,7765,5,
1464 Frankenwälder Bürgerbräu Wintertrunk,1,159342,7765,5.6,
1464 Frankenwälder Burgerbräu Flämmla &#40;Dunkel&#41;,1,149744,7765,4.8,
Günther-Bräu Edles Lagerbier Bernsteinfarbig,1,29390,4244,4.9,
Günther-Bräu Winter Gold,1,88882,4244,5.5,
Günther-Bräu Bockbier,1,52665,4244,7,
Günther-Bräu Schwarzbier,1,29392,4244,5.2,
Günther-Bräu Premium Radler,1,122308,4244,2.5,
Günther-Bräu Weissbier,1,29394,4244,4.9,
Günther-Bräu Kellerbier,1,48487,4244,4.9,
Günther-Bräu Premium Gold,1,122683,4244,0,
Günther-Bräu Jubiläumsbier,1,122685,4244,5.5,
Günther-Bräu Premium Pilsener,1,30995,4244,4.9,
Heller Weihnachts-Festbier,1,69158,8130,5.9,
Heller Zwickl,1,216860,8130,5.3,
Heller Herzogenauracher Radler,1,66817,8130,2.6,
Heller Fest-Märzen,1,66816,8130,5.6,
Heller Hell Export,1,66812,8130,5.2,
Heller Herzogenauracher Bock,1,66818,8130,6.4,
Heller Pils,1,66813,8130,5.3,
Heller Schwarzes,1,66814,8130,5.5,
Heller Herzogenauracher Kirchweih-Bier,1,91046,8130,5.4,
Hofmann Hopfen Gold Pilsener,1,17061,2134,4.9,
Hofmann Helles Landbier,1,17060,2134,4.8,
Hofmann Pahres Pils,1,104793,2134,5,
Hofmann Doppel-Bock,1,67254,2134,7.5,
Hofmann Kerwa-Bier,1,104644,2134,5.3,
Hofmann Radler,1,120454,2134,2.5,
Hofmann Ex,1,25155,2134,4.9,
Hofmann Jubeltrunk 1663,1,212062,2134,5.8,
Hofmann Weizenbock,1,105281,2134,6.8,
Hofmann Weissbier,1,24316,2134,5.4,
Hofmann Maibock,1,278286,2134,7.9,
Hofmann India Pale Ale,1,205095,2134,8,
Hofmann Lager,1,24319,2134,4.5,
Hofmann Weihnachts-Festbier,1,120455,2134,5.3,
Hofmann Fest-Märzen,1,11528,2134,5.3,
Hofmann Alt Pahreser Dunkel,1,25421,2134,5,
Kesselring Steinie² das geniale Bier Siebenkommafünf,1,246241,3147,7.5,
Kesselring Premium Pils,1,19025,3147,5,
Kesselring Urtyp Export,1,19031,3147,5.1,
Kesselring Urfränkisches Landbier,1,18982,3147,5.3,
Kesselring Schlemmer Weißbier,1,19027,3147,5.3,
Kesselring Helles Lagerbier,1,281853,3147,4.8,
Kesselring Steinie² das geniale Bier Original,1,130803,3147,5.3,
Kesselring Himmlisches Fastenbier,1,122301,3147,7.4,
Steigerwald Weisse,1,79627,3147,5.1,
Kesselring Schlemmer Weißbier Alkoholfrei,1,159217,3147,0,
Steigerwald Pils,1,67822,3147,4.9,
Kesselring Premium Alkoholfrei,1,159218,3147,0,
Kesselring Steffen Leicht,1,19032,3147,2.9,
Kesselring Bee Magic,1,159216,3147,5.8,
Kesselring Hell,1,19030,3147,4.7,
Kesselring Bockbier,1,19033,3147,7.4,
Kesselring Premium Gold 1688,1,44568,3147,5.4,
Steigerwald Export,1,67823,3147,5.1,
Kesselring Schlemmer Schwarze,1,19028,3147,5,
Kesselring Steinie² NaturRadler,1,213445,3147,2.5,
Kesselring Fränkische Weihnacht,1,54006,3147,5.1,
Kesselring Radler-Halbe,1,117190,3147,2.6,
Kesselring Kristall-Weizen,1,19029,3147,5.1,
Steigerwald Helles,1,113462,3147,4.7,
Hilde &#40;Das Bio-Dinkelbier&#41;,1,122364,3213,5.1,
Lang Radler,1,73474,3213,2.5,
Lang Lager Urbräu Hell,1,73471,3213,4.7,
Lang Pils,1,19567,3213,4.9,
Lang Fränkisches Kupferbier,1,73470,3213,5,
Lang Mephisto Weisse,1,73473,3213,4.9,
Lang St. Vitus Bock,1,73463,3213,7.5,
Michael Premium Bier &#40;Pilsner&#41;,1,74547,6665,4.9,
Luchs Bier Pils,1,74922,6665,5.2,
Luchs Bier Bio Pils,1,186221,6665,4.9,
Luchs Bier Kellerbier,1,79401,6665,5.2,
Luchs Bier Weissbier,1,56927,6665,5.6,
Michael Festbier,1,74273,6665,5.6,
Michael Radler,1,89764,6665,2.6,
Hermanns Bierwerkstatt Cervecium Osterhäslabier,1,273406,6665,5,
Luchs Bier Bio Radler,1,120441,6665,2.6,
Luchs Bier Dinkel,1,57276,6665,5.6,
Luchs Bier Leicht,1,89765,6665,2.9,
Luchs Bier Leichtes Weißbier,1,123155,6665,2.9,
Michael M Lager,1,89851,6665,4.9,
Michael Weißenstädter See-Weisse,1,74549,6665,5.6,
Michael Fränkisches Kellerbier,1,74550,6665,5.7,
Nothhaft Rawetzer Weißbier,1,77965,1683,5.4,
Nothhaft Ur-Hell,1,64780,1683,4.9,
Nothhaft Aloisius Dunkel,1,45386,1683,4.9,
Nothhaft Rawetzer Premium Exportbier,1,77957,1683,5.4,
Nothhaft Edel-Pils,1,9990,1683,5,
Nothhaft Leichte Schankbier,1,78993,1683,2.9,
Nothhaft Rawetzer Weißbier Dunkel,1,77961,1683,5.4,
Nothhaft Rawetzer Radler,1,89848,1683,2.6,
Nothhaft Antonius Starkbier Hell,1,79067,1683,7.5,
Nothhaft Rawetzer Weißbier Leicht,1,79066,1683,3,
Nothhaft Knecht Ruprecht,1,159215,1683,5.4,
Nothhaft Antonius Starkbier Dunkel,1,79093,1683,7.5,
Nothhaft Rawetzer Zoigl,1,61376,1683,5,
Rhön Pils Exquisit,0,122367,4077,4.9,
Rhöner Biobräu Pils,0,63603,4077,4.9,
Rhöner Biobräu Bier-Mix Litschi,0,60298,4077,2.5,
Ostheimer Bürgerbräu Vollbier,1,242701,4077,5.2,
Rhöner Biobräu Bier-mix Holunder,0,60297,4077,2.5,
Rhöner Biobräu Dunkel,0,60164,4077,4.9,
Rhön Pils,0,73918,4077,4.9,
Rhön Pils 3.5%,0,27750,4077,3.5,
Rhön Weisse,0,111939,4077,5.3,
Rhön Export,0,75305,4077,5.1,
Ostheimer Bürgerbräu Pils Exquisit,1,307061,4077,5.2,
Reh Pils,1,25045,3792,4.9,
Reh Ellertaler Landbier Hell,1,35620,3792,4.6,
Reh Zwickl,1,93414,3792,4.9,
Reh Ellertaler Landbier Dunkel,1,25050,3792,5.5,
Reh Ellertaler Weisse,1,35642,3792,5.2,
Reh Der Helle Reh-Bock,1,35641,3792,7.1,
Reh Abt Knauer,1,248606,3792,0,
Reh Der Dunkle Reh-Bock,1,54280,3792,7.1,
Reindler Dunkel,1,69873,8364,5.5,
Reindler Edel Pils,1,69871,8364,4.9,
Reindler Festbier,0,69874,8364,5.5,
Reindler Gold Export,1,69872,8364,5.1,
Reindler Hell,1,144306,8364,4.9,
Reindler Seckenator,1,69875,8364,7.7,
Reindler Landbier,1,156691,8364,5.3,
Reindler Hefe Weizen,1,144093,8364,5.2,
Scherdel Landbier,1,73459,1161,5.2,
Scherdel Edelhell,1,6852,1161,5.3,
Scherdel Leichte Weisse,0,95340,1161,2.8,
Scherdel Radler,1,57161,1161,2.5,
Scherdel Schwarzes,1,28537,1161,5,
Bürgerbräu Hof Edel Pilsner,1,60532,1161,4.8,
Scherdel Dunkle Weisse,1,110029,1161,5.4,
Scherdel Lager,1,40776,1161,4.7,
Scherdel Free,1,89793,1161,0,
Scherdel Light,1,89761,1161,2.8,
Scherdel Schlappenbier,1,166356,1161,6.5,
Scherdel Diät,0,73458,1161,4.9,
Scherdel Premium Pilsener,1,6851,1161,4.9,
Scherdel Helle Weisse,1,8286,1161,4.9,
Scherdel Kristall Weisse,1,113484,1161,5.4,
Stöckels Ahorntaler Landbier,1,14854,1743,5.1,
Stöckels Balthasar Heller Bock,1,248443,1743,7,
Stöckels Ahorntaler Lager Hell,1,14819,1743,5.1,
Stöckels Bernstein-Radler,1,144189,1743,2.5,
Stöckels Erste Ahorntaler Premium Weisse,1,14855,1743,5.5,
Stöckels Pils,1,14853,1743,4.9,
Stöckels Festbier,1,87036,1743,5.1,
Strecks Rhöner Bluat,1,148083,6920,3.2,
Strecks Burgherren Pils,1,60517,6920,4.8,
Strecks Rhöner Bio-Landbier,1,118453,6920,4.8,
Strecks Weizen Naturtrüb,1,76672,6920,5.4,
Strecks Fest-Bock,1,76657,6920,7.2,
Strecks Rhön Radler,1,120432,6920,2.5,
Strecks Ostheimer Dunkel,1,76673,6920,4.5,
Strecks B´,1,123178,6920,4.8,
Strecks Export,1,112045,6920,5.2,
Ulrich Martin Festbock,1,169741,10782,6.9,
Ulrich Martin Weizen,1,109404,10782,5.1,
Ulrich Martin Pilsner,1,109189,10782,4.9,
Ulrich Martin Josephibock,1,120430,10782,7,
Ulrich Martin Spezial,1,109191,10782,5.2,
Ulrich Martin Martinibock,1,120431,10782,7,
Vasold Lager Hell,1,150230,4396,4.9,
Vasold Pilsener,1,70876,4396,4.7,
Vasold Benedikt Dunkel,1,31100,4396,5.4,
Vasold Festbier,1,71051,4396,5.5,
Wurm Pils Export,1,87187,9505,5.5,
Wurm Dunkles Hefeweizen,1,87192,9505,5.5,
Wurm Märzen,1,87190,9505,5.5,
Wurm Radler,1,156585,9505,2.7,
Wurm Jura Quell Doppelbock,1,87194,9505,7.5,
Wurm Leichtes Weizen,1,156584,9505,3.1,
Wurm Hefeweizen,1,87193,9505,5.5,
Wurm Vollbier Hell,1,87191,9505,4.8,
Wurm Vollbier Dunkel,1,87189,9505,4.8,
Wurm Turnier Bock Hell,1,87188,9505,7,
Greifenklau Lager Bier,1,10579,1940,4.9,
Greifenklau Laurenzi &#40;Dunkles Kellerbier&#41;,1,24400,1940,5,
Greifenklau Greif-R,1,167518,1940,0,
Greifenklau Bock,1,10580,1940,0,
Greifenklau Hopfengestopften Zwickel,1,278331,1940,4.9,
Greifenklau Weizen,1,24399,1940,5,
Greifenklau Pils,1,47893,1940,4.9,
Weismainer Original 1798er Kellertrunk,1,32393,2575,5.2,
Weismainer Pilsener,1,14183,2575,5,
Weismainer Weisse,1,14182,2575,5.2,
Weismainer Landbier,1,14181,2575,4.9,
Gick-Bräu Schuster Öl Borkuschter Landbier,1,53291,2575,4.9,
Weismainer Natur Radler,1,177486,2575,2.5,
Weismainer Leichte Weisse,1,91315,2575,2.9,
Weismainer Radler,1,46837,2575,2.6,
Weismainer Premium,1,48478,2575,4.9,
Weismainer Hopfen Gold,1,97886,2575,5,
Weismainer Urhell,1,32790,2575,4.6,
Weismainer Feinherb 2.9,1,32634,2575,2.9,
Leicht Bräu Lager Ungespundetes,1,51201,2575,0,
Weismainer Krone Pils,1,52032,2575,5.2,
Weismainer Festbier,1,108992,2575,0,
Leicht Bräu Pilsener,1,80526,2575,4.7,
Weismainer TreibStoff,1,55710,2575,7.5,
Weismainer Abt Knauer Bock,1,120420,2575,7.5,
Weismainer Premium Gold,1,55711,2575,4.8,
Pyraser Kellerbier,1,68754,4623,4.8,
Pyraser Schwarzbier,1,72040,4623,5.2,
Pyraser Herzblut Oaked Whiskey Ultra,1,214888,4623,8.3,
Pyraser Herzblut Imperial Pale Ale,1,173985,4623,8.6,
Pyraser 6-Korn Bier,1,62833,4623,4.6,
Pyraser Kirchweih-Bier,1,116376,4623,6,
Pyraser Weihnachts-Festbier,1,32963,4623,6.1,
Pyraser Herzblut Achims Grand Cru,1,232166,4623,9.5,
Pyraser Federleichte Weisse,1,71672,4623,2.9,
Pyraser Drittel Pils,1,80107,4623,5.1,
Pyraser Drittel Lemon,1,156586,4623,2.6,
Pyraser Hopfenpflücker Pils,1,55080,4623,5,
Pyraser Alkoholfrei Hefeweizen,1,111056,4623,0,
Pyraser Radler,1,120419,4623,2.5,
Pyraser Weizen-Bock,1,71635,4623,6.5,
Pyraser Angerwirts Weizen,1,33942,4623,5.2,
Pyraser Landbier Export Hell,1,33278,4623,5.4,
Pyraser Ultra,1,43485,4623,8.3,
Pyraser Original Hilpoltsteiner Burgfest Bier,1,80108,4623,6,
Pyraser Das Leichte Pyraser,1,111013,4623,3.7,
Pyraser Gutsherrn Pils,1,46411,4623,5.1,
Pyraser Angerwirts Weizen Altfränkisch Dunkel,1,111042,4623,5.3,
Pyraser Rotbier,1,201463,4623,4.6,
Pyraser Alkoholfrei,1,111041,4623,0,
Pyraser Josephi Bier Starckbier,1,22591,4623,7.5,
Pyraser Jubeltrunk Altfränkisch,1,37156,4623,5.5,
Red Castle Australia IPA,1,304432,20462,0,
Red Castle Brew Dunkler Doppelbock,1,280624,20462,8.7,
Red Castle Brew Rotbier,1,280621,20462,5,
Ritter St. Georgen Heller Bock,1,139073,3244,7.5,
Ritter St. Georgen Kult 11 Kellerbier,1,156582,3244,4.9,
Ritter St. Georgen Ritter 1645 Ur-Märzen,1,19884,3244,5.5,
Ritter St. Georgen Ritter Pils,1,87178,3244,4.9,
Ritter St. Georgen Weißer Franke Leicht,1,100987,3244,2.8,
Ritter St. Georgen Red Ale,1,191498,3244,5.6,
Ritter St. Georgen Weißer Franke,1,78590,3244,5.1,
Ritter St. Georgen Ritter Hell &#40;Vollbier&#41;,1,56395,3244,4.9,
Ritter St. Georgen Schwarzer Ritter,1,58591,3244,5.1,
Ritter St. Georgen Ritter Gerchla,1,151106,3244,2.5,
Ritter St. Georgen Weißer Franke Alkoholfrei,1,225936,3244,0.01,
Ritter St. Georgen Weihnachts Bier,1,164439,3244,5.2,
Ritter St Georgen Quickie,1,184665,3244,4.9,
Ritter St. Georgen Starker Ritter Weizen-Bock,1,54096,3244,7.5,
Ritter St. Georgen Georgi Sud,1,32415,3244,5,
Roppelt-Bräu Lagerbier,1,28238,4121,4.9,
Roppelt-Bräu  Steigerwald Gold Pils,1,144112,4121,4.9,
Roppelt-Bräu  Dunkel,1,35902,4121,5.1,
Rother Bräu Öko Ur-Pils,1,48677,2193,4.7,
Rother Bräu Festbier,1,23244,2193,5.7,
Rother Bräu Öko Ur-Weizen,1,39175,2193,5.3,
Rother Bräu Vollbier,1,120384,2193,4.5,
Rother Bräu Taubeer Pilsener,1,194997,2193,4.9,
Rother Bräu Öko Ur-Weizen Leicht,1,107295,2193,3.2,
Rother Bräu Radler,1,106180,2193,2.3,
Perger Öko Zwickl Bier,1,26695,2193,4.7,
Rother Bräu Rhönator Dobbelbock,1,108569,2193,7.6,
Rother Bräu Export,1,62751,2193,5.2,
Rother Bräu Öko Bier & Apfel,1,39286,2193,3.1,
Rother Bräu Pilsener,1,23243,2193,4.7,
Rother Bräu Öko Urtrunk,1,16213,2193,4.7,
Rother Bräu Pilsener Feinherb,1,112067,2193,4.7,
Schanzenbräu Helles,1,108085,10703,4.9,
Schanzenbräu Weihnachtstrunk,1,129541,10703,0,
Schanzenbräu Rotbier,1,108084,10703,4.9,
Schanzenbräu dem Loni sein Bock,1,308398,10703,7.5,
Schanzenbräu Schwarz,1,108301,10703,0,
Sternbräu Schlüsselfeld Dunkel Rauchbier,1,93628,3712,5.5,
Sternbräu Schlüsselfeld Vollbier,1,24367,3712,5,
Sternbräu Schlüsselfeld Festbier,1,24427,3712,5.5,
Reckendorfer Kellerbier Hefetrüb,1,17767,3021,5,
Recken Lagerbier Hell,1,24698,3021,4.8,
Recken Edel-Pils,1,17768,3021,4.8,
Recken Light,1,107941,3021,2.8,
Recken Weissbier,1,33972,3021,5.2,
Reckendorfer Dunkel,1,26527,3021,5,
Reckendorfer Henrici Bock,1,113689,3021,7,
Recken 1597,1,24714,3021,5.3,
Reckendorfer Weizenbock,1,121595,3021,7.2,
Recken Export,1,31108,3021,5,
Altes Ilmenau Festbier,1,286671,3021,5.3,
Reckendorfer Jahrgangsbier 2013,1,250275,3021,7.5,
Recken Alt-Hausbrauerbier,1,79406,3021,4.4,
Schloßbrauerei Fattigau Zoigl Bier,1,214733,4132,5,
Schloßbrauerei Fattigau Schloß-Bock,1,85477,4132,6.5,
Schloßbrauerei Fattigau Ritter Trunk,1,29464,4132,5.3,
Schloßbrauerei Fattigau Zwickl-Pils,1,28420,4132,5,
Schloßbrauerei Fattigau Radler,1,89811,4132,2.5,
Schloßbrauerei Fattigau Urtyp Hell,1,74188,4132,4.3,
Schloßbrauerei Fattigau Bio-Perle,1,74186,4132,4.7,
Schloßbrauerei Fattigau Bio-Perle Leicht,1,191075,4132,2.7,
Schloßbrauerei Fattigau Fest-Bier,1,93752,4132,5.7,
Schloßbrauerei Fattigau Hefe-Weizen,1,130044,4132,5.3,
Schloßbrauerei Fattigau Doppel Hopfen Premium Pils,1,74185,4132,5,
Schloßbrauerei Fattigau Schloß-Export,1,74187,4132,5.2,
Schloßbrauerei Fattigau Schloß-Pils,1,55349,4132,5.3,
Schmitt Bräu Rittator Doppelbock,1,140279,4850,0,
Schmittbräu Hausbrauerart,1,35619,4850,4.8,
Schmitt Bräu Jura Hell,1,35618,4850,4.9,
Schmittbräu Edel Pils,1,35617,4850,4.9,
Schmitt-Bräu Urstoff Anno 1847,1,287789,4850,5.3,
Schmittbräu Fest Märzen,1,88397,4850,5.3,
Schmitt Bräu Heller Bock,1,140278,4850,0,
Schwanen Bräu Ebermannstadt Schwanenweisse,1,76321,2577,5,
Schwanen Bräu Ebermannstadt Pils,1,17055,2577,4.9,
Schwanen Bräu Ebermannstadt Dunkel Lager,1,14184,2577,4.9,
Schwanenbräu Burgebrach Hubertus Dunkles Märzenbier,1,138843,5764,5.5,
Schwanenbräu Burgebrach Schwana Kellerbier,1,74116,5764,5.5,
Schwanenbräu Burgebrach Lagerbier Hefetrüb,1,44991,5764,4.9,
Schwanenbräu Burgebrach Weihnachtsbock,1,136210,5764,6.9,
Schwanenbräu Burgebrach Der Weisse Bock,1,144457,5764,7.4,
Schwanenbräu Burgebrach Alexator Doppelbock,1,126217,5764,7.4,
Schwanenbräu Burgebrach Maibock,1,214165,5764,0,
Schwanenbräu Burgebrach Helles,1,44990,5764,4.6,
Schwanenbräu Burgebrach Urhell,1,144456,5764,5.4,
Schwanenbräu Burgebrach Pilsner,1,74183,5764,4.9,
Schwanenbräu Burgebrach Schwanen Weisse,1,74184,5764,4.6,
Schwind Bräu Export,1,85250,5671,5,
Schwind Bräu Josefator,1,86947,5671,7.3,
Schwind Bräu Festbier,0,178646,5671,5.5,
Schwind Bräu Dunkles,1,43872,5671,5.2,
Schwind Bräu Radler,1,120317,5671,2.5,
Schwind Bräu Pilsener,1,86949,5671,4.8,
Schwind Bräu Dunkles Weißbier,1,86950,5671,5.4,
Schwind Bräu Helles Weißbier,1,43871,5671,5.2,
Schwind Bräu Rotgold,1,86948,5671,5.1,
Schwind Bräu Festbock,1,105965,5671,7,
Seelmann Bräu Lagerbier,1,24365,3710,5,
Seelmann Bräu Bockbier,1,134300,3710,0,
Seinsheimer Sasemer Danzbier Hell,1,203926,5848,4.9,
Seinsheimer Dunkles Kellerbier,1,45862,5848,4.9,
Seinsheimer Weihnachtsbock,1,100948,5848,6.8,
Seinsheimer Maibock,1,45863,5848,6.5,
Seinsheimer Hefeweizen,1,100947,5848,4.9,
Sonnen Bräu Mürsbach Hefeweizen,1,103311,5970,0,
Sonnen Bräu Mürsbach Bockbier Hell,1,81970,5970,6.5,
Sonnen Bräu Mürsbach Lagerbier,1,47591,5970,4.8,
Sonnenbräu Lichtenberg Hopfenperle Pils,1,52682,6351,5,
Sonnenbräu Lichtenberg Kräusen Hefetrüb,1,74645,6351,5,
Sonnenbräu Lichtenberg Sonnengold Lichtenberger Pils,1,52678,6351,5,
Sonnenbräu Lichtenberg Sonnen-Weißbierbowle,1,74643,6351,5.5,
Sonnenbräu Lichtenberg Sonnenmalz,1,75253,6351,1.5,
Sonnenbräu Lichtenberg Bayerisches Märzen,1,74644,6351,5.5,
Sonnenbräu Lichtenberg Sonnen-Weisse,1,52672,6351,5,
Sonnenbräu Lichtenberg Raubritter Dunkel,1,53290,6351,5,
Sonnenbräu Lichtenberg Sonnen-Weisse Dunkel,1,75392,6351,5,
Sonnenbräu Lichtenberg Sonnengold Bock,1,52798,6351,7,
Spessart Specht Gold Specht,1,86942,6344,5.2,
Spessart Specht Hefe Weizen Hell,1,86941,6344,4.9,
Spessart Specht Edel Export,1,86943,6344,4.9,
Spessart Specht Alkoholfrei,1,214181,6344,0,
Spessart Specht Räuberchen Schwarz,1,146649,6344,5,
Spessart Specht Hefe Weizen Dunkel,1,52681,6344,4.9,
Spessart Specht Hefe Weizen Alkoholfrei,1,227370,6344,0,
Spessart Specht Räuberchen Blond,1,146650,6344,4.9,
Spessart Specht Schwarzer Specht,1,52677,6344,4.5,
Spessart Specht Kristall Weizen,1,146652,6344,4.9,
Spessart Specht Jubilator Doppelbock,1,52666,6344,7,
Spessart Specht Radler,1,146651,6344,2.6,
Spessart Specht Premium Pils,1,52596,6344,4.9,
St. Georgen Bräu Keller Bier,1,4634,796,4.9,
St. Georgen Bräu Landbier Dunkel,1,55895,796,4.9,
St. Georgen Bräu Gold Märzen,1,24841,796,5.6,
St. Georgen Bräu Vollbier Hell,1,24842,796,4.6,
St. Georgen Bräu Leichte Weisse,1,128155,796,3.3,
St. Georgen Bräu Weissbier,1,38742,796,4.6,
St. Georgen Bräu Buttenheimer Hopfenzupfer,1,160756,796,5.6,
St. Georgen Bräu Levi Buttenheimer Urstoff,1,104609,796,4.6,
Pottensteiner Höhlentrunk,1,25044,796,5.6,
Herzi Spezial,1,212402,796,4.9,
St. Georgen Bräu Dunkle Weisse,1,25467,796,5,
St. Georgen Bräu Weihnachtsbier,1,114012,796,5.6,
St. Georgen Bräu Radler,1,93751,796,2.6,
St. Georgen Bräu Heller Bock,1,133887,796,6.5,
St. Georgen Bräu Chrome,1,66579,796,4.9,
St. Georgen Bräu Pilsener,1,17771,796,4.9,
St. Georgen Bräu Doppelbock Dunkel,1,143739,796,7.3,
St. Georgen Bräu Annafestbier,1,26198,796,5.6,
St. Georgen Bräu Schwarzbock,1,32916,796,7.3,
St. Georgen Bräu Fest Bier Fränkisch,1,74024,796,5.6,
Spalter Helles Vollbier,1,45660,3950,4.8,
Spalter Premium Pils,1,97092,3950,5,
Spalter Leichte Weisse,1,52082,3950,2.8,
Spalter Zwickl,1,132303,3950,4.9,
Spalter Buchweizen,1,235699,3950,2.5,
Spalter Edel-Export Hell,1,45541,3950,5.5,
Spalter Bockl Dunkel,1,182387,3950,7.5,
Spalter Alkoholfrei,1,214587,3950,0.01,
Spalter Hopfen Zwerg,1,45658,3950,2.9,
Spalter Weizenbock,1,45677,3950,7.2,
Spalter Weihnachtsbier,1,97042,3950,5.6,
Spalter Bockl Hell,1,182389,3950,7.5,
Spalter Edel-Export Dunkel,1,45666,3950,5.5,
Spalter Radler,1,144084,3950,2.4,
Spalter Weissbier,1,26409,3950,4.9,
Spalter Dunkle Weisse,1,86260,3950,4.9,
Spalter Weissbier Alkoholfrei,1,312493,3950,0.5,
Spalter Premium Pils Nr.1,1,45723,3950,4.9,
Staffelberg-Bräu Doppel-Bock,1,68500,1970,7,
Staffelberg-Bräu Querkerla,1,175995,1970,5.5,
Staffelberg-Bräu Loffelder Rotbier,1,240394,1970,5,
Staffelberg-Bräu Hopfen-Gold Pils,1,24949,1970,4.9,
Staffelberg-Bräu Sommer-Bier,1,149822,1970,5,
Staffelberg-Bräu Festbier,1,25014,1970,5.5,
Staffelberg-Bräu Loffelder Dunkel,1,24972,1970,5,
Staffelberg-Bräu Märzen,1,10708,1970,5.5,
Staffelberg-Bräu Landbier-Hell,1,24948,1970,5,
Staffelberg-Bräu Loffelder Alkoholfrei,1,149824,1970,0,
Staffelberg-Bräu Hefe-Weissbier,1,16643,1970,5.2,
Staffelberg-Bräu Antonius Bock,1,118631,1970,8,
Staffelberg-Bräu Heller Bock,1,87680,1970,6.5,
Staffelberg-Bräu Hefe-Weizen Alkoholfrei,1,149823,1970,0.01,
Steinbach Bräu Bergkirchweihbier,1,127483,8183,0,
Steinbach Bräu Dunkles Weizen,1,127484,8183,0,
Steinbach Bräu Braunbier,1,127482,8183,0,
Steinbach Bräu Scotty,1,67755,8183,0,
Steinbach Bräu Storchenbier,1,67754,8183,5.2,
Steinbach Bräu Franken Ale,1,279700,8183,5.4,
Steinbach Bräu Erlanger Sommer,1,276946,8183,3.8,
Steinbach Bräu 5 Kornbier,1,248787,8183,5.2,
Steinbach Bräu Altstadtfest Weizen,1,223683,8183,0,
Steinbach Bräu Hopferla,1,233224,8183,0,
Steinbach Bräu Weizenbock - Der Ladykiller,1,127481,8183,0,
Steinbach Bräu Leichtes Weizen,1,223682,8183,0,
Steinbach Bräu Hopfenfrucht,1,223681,8183,0,
Steinbach Bräu Sündikuss,1,127485,8183,0,
Steinbach Bräu Goldblondchen,1,106346,8183,0,
Steinbach Bräu Wilhelminenbier,1,127316,8183,0,
Thuisbrunner Elch-Bräu Pils Naturbelassen,1,104612,8902,4.9,
Thuisbrunner Elch-Bräu Dunkel,1,77949,8902,4.9,
Thuisbrunner Elch-Bräu Weizen,1,147948,8902,0,
Thuisbrunner Elch-Bräu Bock,1,108872,8902,7.5,
Thurnauer Braufreunde Nr. 1 Kellerbier,1,166203,14129,5,
Tucher Light,1,8327,4880,2.9,
Falkenfelser Premium Weissbier Leicht,1,66829,4880,2.9,
Falkenfelser Premium Pilsener,1,32110,4880,4.9,
Tucher Sebaldus Festbier,1,21740,4880,5.9,
Falkenfelser Premium Winterbier,1,137168,4880,5.6,
Tucher Hefe Weizen Leicht,1,3802,4880,2.9,
Humbser Pils,1,95337,4880,4.9,
Brauhaus Dinkelsbühl Kieser Exportbier,1,38505,4880,5.5,
Tucher Kellerbier,1,242135,4880,5,
Falkenfelser Premium Export,1,48194,4880,5.5,
Lederer Premium Pils,1,38294,4880,5.1,
Hürner Urbräu Hell,1,186955,4880,4.8,
